source_row,program,degree_confer_date,outcome_raw,outcome_report,known_outcome,positive_outcome,employer_raw,employer_report,role_raw,role_report,school_raw,school_report,degree_raw,degree_report,location_raw,state_raw,state_report,has_linkedin,has_li_lookup_date,has_survey_timestamp,has_interaction,has_doc_review_signal,cleanup_flags
164,Undergraduate,2025-09-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,Duke University,Duke University,MSMS,MS,,"=RIGHT(T164,2)",,False,False,True,True,True,
165,Undergraduate,2025-09-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass Graduate School,UMass Amherst,MSMS,MS,,"=RIGHT(T165,2)",,True,False,True,False,False,
166,PhD,2025-09-01 00:00:00,Working,Working,True,True,Meta,Meta,Research Scientist,Research Scientist,,,,,"Menlo Park, CA",CA,CA,False,False,True,False,False,
167,Undergraduate,2025-09-01 00:00:00,Working,Working,True,True,Liberty Mutual,Liberty Mutual,Software Engineer,Software Engineer,,,,,"Portsmouth, NH",NH,NH,False,False,True,True,False,
168,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T168,2)",,False,False,True,True,True,
169,PhD,2025-09-01 00:00:00,Working,Working,True,True,Amazon,Amazon,,,,,,,,"=RIGHT(T169,2)",,True,False,True,False,False,working_missing_role;working_missing_state
170,PhD,2026-01-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,,,#N/A,,,True,True,False,True,False,
171,MS,2026-01-01 00:00:00,Working,Working,True,True,Self-employed,Self-employed,Uniswap Hook Incubator Program,Uniswap Hook Incubator Program,,,,,,"=RIGHT(T171,2)",,True,True,True,False,False,working_missing_state
172,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,Columbia,Columbia University,MSMS,MS,,"=RIGHT(T172,2)",,True,True,True,False,False,
173,Undergraduate,2026-01-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,True,False,False,False,
174,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T174,2)",,False,False,True,False,False,
175,Undergraduate,2026-01-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,True,False,False,False,
176,Undergraduate,2026-01-01 00:00:00,Working,Working,True,True,Summer Intern,Summer Intern,Sales Slicer,Sales Slicer,,,,,,"=RIGHT(T176,2)",,True,True,True,False,False,working_missing_state
177,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T177,2)",,False,False,True,True,True,
178,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
179,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
180,Undergraduate,2026-01-01 00:00:00,Working,Working,True,True,#N/A,,#N/A,,,,#N/A,,#N/A,,,False,True,False,False,False,working_missing_employer;working_missing_role;working_missing_state
181,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
182,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
183,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
184,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
185,Undergraduate,2026-01-01 00:00:00,Searching,Looking,True,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,True,False,True,False,
186,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,MSMS,MS,,"=RIGHT(T186,2)",,True,True,True,False,False,continuing_ed_missing_school
187,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,False,False,False,True,False,
188,Undergraduate,2026-01-01 00:00:00,Working,Working,True,True,Checkwriters,Checkwriters,Junior Software Engineer,Junior Software Engineer,,,,,"Northampton, MA",MA,MA,True,True,True,True,True,
189,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
190,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,MSMS,MS,,"=RIGHT(T190,2)",,True,True,True,True,False,continuing_ed_missing_school
191,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass Amherst,UMass Amherst,MSMS,MS,,"=RIGHT(T191,2)",,True,True,True,True,False,
192,Undergraduate,2026-01-01 00:00:00,Working,Working,True,True,Wayfair,Wayfair,Software Engineer,Software Engineer,,,,,"Boston, MA",MA,MA,True,True,True,False,False,
193,Undergraduate,2026-01-01 00:00:00,Working,Working,True,True,Travelers,Travelers,Software Engineer,Software Engineer,,,,,,"=RIGHT(T193,2)",,True,True,True,True,False,working_missing_state
194,Undergraduate,2026-01-01 00:00:00,Working,Working,True,True,CVS Aetna,CVS Aetna,Actuarial Analyst,Actuarial Analyst,,,,,"Hartford, CT",CT,CT,True,True,True,True,False,
195,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T195,2)",,True,False,True,False,False,
196,PhD,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,Toyota Research Institute,Toyota Research Institute,,,,,,,,"=RIGHT(T196,2)",,True,False,True,False,False,continuing_ed_missing_school
197,Undergraduate,2026-05-01 00:00:00,Working,Working,True,True,Laminar Collective,Laminar Collective,Operations and Systems Design Intern,Operations And Systems Design Intern,,,,,"Somerville, MA",MA,MA,True,False,True,False,False,
198,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UIUC,University of Illinois Urbana-Champaign,MSMS,MS,,"=RIGHT(T198,2)",,True,True,True,False,False,
199,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T199,2)",,False,False,True,False,False,
200,PhD,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,Amazon Inc,Amazon,,,,,,,,"=RIGHT(T200,2)",,True,False,True,False,False,continuing_ed_missing_school
201,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T201,2)",,True,True,True,False,False,
202,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T202,2)",,True,True,True,False,False,
203,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T203,2)",,True,True,True,False,True,
204,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T204,2)",,True,True,True,True,True,
205,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T205,2)",,False,False,True,True,True,
206,PhD,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,Apple,Apple,ML Engineer,ML Engineer,,,,,"Cupertino, CA",CA,CA,True,False,True,False,False,continuing_ed_missing_school
207,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T207,2)",,True,True,True,True,True,
208,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T208,2)",,False,False,True,False,False,
209,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T209,2)",,True,True,True,True,True,
210,PhD,2026-01-01 00:00:00,Working,Working,True,True,Fortranix,Fortranix,,,,,,,,"=RIGHT(T210,2)",,True,True,True,True,False,working_missing_role;working_missing_state
211,MS,2026-01-01 00:00:00,Working,Working,True,True,,,Forward Deployed Engineer,Forward Deployed Engineer,,,,,"San Jose, CA",CA,CA,True,False,True,True,True,working_missing_employer
212,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T212,2)",,True,False,True,True,True,
213,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T213,2)",,False,False,True,True,True,
214,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T214,2)",,True,False,True,False,False,
215,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T215,2)",,True,True,True,False,False,
216,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T216,2)",,True,False,True,False,False,
217,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,,,,,,"=RIGHT(T217,2)",,True,True,True,True,True,continuing_ed_missing_school
218,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T218,2)",,True,True,True,False,False,
219,MS,2026-05-01 00:00:00,Working,Working,True,True,Saviynt,Saviynt,AI Scientist,AI Scientist,,,,,"Milpitas, CA",CA,CA,True,False,True,True,True,
220,PhD,2026-01-01 00:00:00,Working,Working,True,True,Meta,Meta,Research Scientist,Research Scientist,,,,,"Menlo Park, CA",CA,CA,True,True,True,False,False,
221,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,Fidelity,Fidelity Investments,Software Engineering Intern,Software Engineer Intern,,,,,"Boston, MA",MA,MA,True,True,True,True,True,continuing_ed_missing_school
222,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass Amherst,UMass Amherst,MSMS,MS,,"=RIGHT(T222,2)",,True,False,True,True,True,
223,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T223,2)",,False,False,True,True,True,
224,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T224,2)",,True,True,True,False,False,
225,Undergraduate,2026-05-01 00:00:00,Working,Working,True,True,Citizens Bank,Citizens Bank,Software Engineer,Software Engineer,,,,,"Westwood, MA",MA,MA,True,False,True,True,False,
226,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,True,False,
227,PhD,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass Amherst,UMass Amherst,,,,"=RIGHT(T227,2)",,True,False,True,False,False,
228,MS,2026-05-01 00:00:00,Working,Working,True,True,Niron,Niron,AI engineer,AI Engineer,,,,,Minnesota,MN,MN,True,False,True,True,True,
229,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T229,2)",,True,True,True,False,False,
230,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
231,Undergraduate,2026-05-01 00:00:00,Working,Working,True,True,Burlington Stores,Burlington Stores,Allocation Analyst,Allocation Analyst,,,,,"Burlington, NJ",NJ,NJ,True,False,True,True,True,
232,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,"Manning CICS, UMass Amherst",UMass Amherst,MSMS,MS,,"=RIGHT(T232,2)",,True,True,True,False,False,
233,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,False,True,False,False,False,
234,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,True,True,
235,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass CICS,UMass Amherst,MSMS,MS,,"=RIGHT(T235,2)",,True,True,True,True,True,
236,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,True,False,False,False,
237,Undergraduate,2026-05-01 00:00:00,Working,Working,True,True,Google,Google,Software Engineer,Software Engineer,,,,,"Sunnyvale, CA",CA,CA,True,True,True,True,True,
238,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
239,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass CICS,UMass Amherst,MSMS,MS,,"=RIGHT(T239,2)",,False,False,True,False,False,
240,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T240,2)",,True,True,True,False,False,
241,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
242,Undergraduate,2026-05-01 00:00:00,Working,Working,True,True,Marriott,Marriott,Unknown,,,,,,"Bethesda, MD",MD,MD,True,False,True,True,False,working_missing_role
243,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass CICS,UMass Amherst,MSMS,MS,,"=RIGHT(T243,2)",,True,False,True,True,False,
244,Undergraduate,2026-05-01 00:00:00,Working,Working,True,True,AbbVie,AbbVie,Software Engineer - GenAI Student,Software Engineer - GenAI Student,,,,,,"=RIGHT(T244,2)",,False,False,True,True,False,working_missing_state
245,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass CICS,UMass Amherst,MSMS,MS,,"=RIGHT(T245,2)",,False,True,True,False,False,
246,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,False,False,
247,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,CICS,UMass Amherst,MSMS,MS,,"=RIGHT(T247,2)",,True,False,True,False,False,
248,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
249,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T249,2)",,True,False,True,False,False,
250,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,True,False,
251,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,CICS,UMass Amherst,MSMS,MS,,"=RIGHT(T251,2)",,False,False,True,True,True,
252,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T252,2)",,True,False,True,True,False,
253,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T253,2)",,False,False,True,True,False,
254,Undergraduate,2026-05-01 00:00:00,Working,Working,True,True,Citizens Bank,Citizens Bank,Software Engineer,Software Engineer,,,,,"Johnston, Rhode Island",RI,RI,False,False,True,True,True,
255,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,True,True,
256,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,False,True,False,False,False,
257,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,,,#N/A,,#N/A,,,True,True,False,False,False,
258,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,CICS,UMass Amherst,MSMS,MS,,"=RIGHT(T258,2)",,True,True,True,False,False,
259,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T259,2)",,True,True,True,False,False,
260,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
261,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,True,True,
262,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,True,False,
263,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,"Manning CICS, UMass",UMass Amherst,MSMS,MS,,"=RIGHT(T263,2)",,True,True,True,False,False,
264,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,Amazon,Amazon,Software Development Engineer Intern,Software Engineer Intern,,,,,"Boston, MA",MA,MA,True,True,True,True,True,continuing_ed_missing_school
265,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
266,MS,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T266,2)",,True,True,True,False,False,
267,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,True,False,
268,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T268,2)",,True,True,True,True,False,
269,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass Amherst,UMass Amherst,MSMS,MS,,"=RIGHT(T269,2)",,True,False,True,True,False,
270,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,False,True,False,False,False,
271,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,"Manning CICS, UMass Amherst",UMass Amherst,MSMS,MS,,"=RIGHT(T271,2)",,True,True,True,False,False,
272,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
273,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,"Manning College of Information and Computer Sciences, UMass",UMass Amherst,MSMS,MS,,"=RIGHT(T273,2)",,False,False,True,False,False,
274,Undergraduate,2026-05-01 00:00:00,Working,Working,True,True,Travelers,Travelers,Business Insights & Analytics LDP Participant,Business Insights & Analytics LDP Participant,,,,,"Hartford, CT",CT,CT,False,False,True,False,False,
275,Undergraduate,2026-05-01 00:00:00,Working,Working,True,True,McDonald's Corporate,McDonald's Corporate,Cybersecurity Rotational,Cybersecurity Rotational,,,,,"Chicago, IL",IL,IL,True,True,True,False,False,
276,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T276,2)",,True,False,True,False,False,
277,Undergraduate,2026-02-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T277,2)",,True,False,True,False,False,
278,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
279,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass Amherst,UMass Amherst,MSMS,MS,,"=RIGHT(T279,2)",,True,False,True,True,True,
280,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T280,2)",,True,True,True,False,False,
281,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,False,True,False,False,False,
282,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
283,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
284,Undergraduate,2026-02-01 00:00:00,Searching,Looking,True,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
285,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,False,True,False,False,False,
286,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,False,False,
287,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,False,False,
288,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,False,False,
289,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,"Manning College of Information and Computer Sciences, UMass Amherst",UMass Amherst,MSMS,MS,,"=RIGHT(T289,2)",,True,True,True,True,False,
290,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T290,2)",,True,False,True,True,False,
291,PhD,2026-05-01 00:00:00,Working,Working,True,True,Evidium,Evidium,Machine Learning Research Engineering,Machine Learning Research Engineering,,,,,San Francisco,CA,CA,True,True,True,True,True,
292,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass CICS,UMass Amherst,MSMS,MS,,"=RIGHT(T292,2)",,False,False,True,True,True,
293,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,False,False,
294,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,False,False,
295,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,False,False,
296,Undergraduate,2026-05-01 00:00:00,Working,Working,True,True,FlexTrade,FlexTrade,Associate Software Developer,Associate Software Developer,,,,,"Great Neck, NY",NY,NY,True,False,True,True,True,
297,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,"Manning CICS, UMass Amherst",UMass Amherst,MSMS,MS,,"=RIGHT(T297,2)",,True,False,True,True,False,
298,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,False,False,
299,Undergraduate,2026-01-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,"Manning CICS, UMass",UMass Amherst,MSMS,MS,,"=RIGHT(T299,2)",,True,True,True,False,False,
300,Undergraduate,2026-05-01 00:00:00,Working,Working,True,True,Oracle,Oracle,Software Engineer,Software Engineer,,,,,"Redwood Shores, CA",CA,CA,True,False,True,True,False,
301,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
302,Undergraduate,2026-01-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,True,False,
303,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,True,False,
304,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,True,False,
305,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T305,2)",,True,False,True,False,False,
306,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,False,True,False,False,False,
307,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,"Manning CICS, UMass",UMass Amherst,MSMS,MS,,"=RIGHT(T307,2)",,False,True,True,False,False,
308,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass Amherst,UMass Amherst,MSMS,MS,,"=RIGHT(T308,2)",,True,True,True,False,False,
309,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass CICS,UMass Amherst,MSMS,MS,,"=RIGHT(T309,2)",,True,True,True,False,False,
310,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,True,True,
311,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,False,False,
312,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,True,False,
313,Undergraduate,2026-05-01 00:00:00,Working,Working,True,True,Fidelity Investments,Fidelity Investments,Software Engineer,Software Engineer,,,,,"Merrimack, NH",NH,NH,False,False,True,True,False,
314,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T314,2)",,True,False,True,True,True,
315,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass CICS,UMass Amherst,MSMS,MS,,"=RIGHT(T315,2)",,True,True,True,True,False,
316,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,False,False,
317,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,False,False,
318,Undergraduate,2026-05-01 00:00:00,Working,Working,True,True,NERA,NERA,Research Associate,Research Associate,,,,,"New York City, NY",NY,NY,False,False,True,False,False,
319,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,True,False,False,False,
320,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,True,True,
321,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T321,2)",,True,True,True,True,True,
322,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,False,False,
323,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,False,False,
324,Undergraduate,2026-05-01 00:00:00,Unknown,Unknown,False,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,True,False,
325,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,UMass CICS,UMass Amherst,MSMS,MS,,"=RIGHT(T325,2)",,True,False,True,True,True,
326,Undergraduate,2026-05-01 00:00:00,Working,Working,True,True,Ahold Delhaize USA,Ahold Delhaize USA,Data Integration Co-op,Data Integration Co-op,,,,,"Quincy, MA",MA,MA,False,False,True,True,True,
327,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,True,True,
328,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,,,,,,,,,,"=RIGHT(T328,2)",,True,False,True,True,True,
329,Undergraduate,2026-05-01 00:00:00,Searching,Looking,True,False,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,True,False,False,True,True,
330,Undergraduate,2026-05-01 00:00:00,Continuing Ed,Continuing Education,True,True,,,,,NYU Courant (CDS),NYU,MSMS,MS,,"=RIGHT(T330,2)",,True,False,True,False,False,
